STATE,EECLASS,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Florida,Salary Other,3,18801310,14966,0.016,0.2005
Florida,Hourly Non-union,27,18801310,14966,0.1436,1.8041
Florida,Hourly Union,26,18801310,14966,0.1383,1.7373
Florida,Hourly Other,1,18801310,14966,0.0053,0.0668
Florida,Non-union,18,18801310,14966,0.0957,1.2027
Florida,Union,2,18801310,14966,0.0106,0.1336
Florida,Unknown,17,18801310,14966,0.0904,1.1359
Georgia,Salary Non-union,22,9687653,22416,0.2271,0.9814
Georgia,Salary Other,5,9687653,22416,0.0516,0.2231
Georgia,Hourly Non-union,17,9687653,22416,0.1755,0.7584
Georgia,Hourly Union,26,9687653,22416,0.2684,1.1599
Georgia,Hourly Other,3,9687653,22416,0.031,0.1338
Georgia,Non-union,80,9687653,22416,0.8258,3.5689
Georgia,Union,4,9687653,22416,0.0413,0.1784
Georgia,Unknown,12,9687653,22416,0.1239,0.5353
Georgia,Salary Union,0,9687653,22416,0,0
Hawaii,Salary Non-union,0,1360301,85,0,0
Hawaii,Salary Union,0,1360301,85,0,0
Hawaii,Salary Other,0,1360301,85,0,0
Hawaii,Hourly Non-union,0,1360301,85,0,0
Hawaii,Hourly Union,0,1360301,85,0,0
Hawaii,Hourly Other,0,1360301,85,0,0
Hawaii,Non-union,0,1360301,85,0,0
Hawaii,Union,0,1360301,85,0,0
Hawaii,Unknown,0,1360301,85,0,0
Idaho,Hourly Non-union,2,1567582,569,0.1276,3.5149
Idaho,Hourly Union,1,1567582,569,0.0638,1.7575
Idaho,Union,2,1567582,569,0.1276,3.5149
Idaho,Unknown,6,1567582,569,0.3828,10.5448
Idaho,Salary Non-union,0,1567582,569,0,0
Idaho,Salary Union,0,1567582,569,0,0
Idaho,Salary Other,0,1567582,569,0,0
Idaho,Hourly Other,0,1567582,569,0,0
Idaho,Non-union,0,1567582,569,0,0
Illinois,Salary Non-union,18,12830632,10670,0.1403,1.687
Illinois,Salary Union,2,12830632,10670,0.0156,0.1874
Illinois,Salary Other,3,12830632,10670,0.0234,0.2812
Illinois,Hourly Non-union,8,12830632,10670,0.0624,0.7498
Illinois,Hourly Union,22,12830632,10670,0.1715,2.0619
Illinois,Hourly Other,3,12830632,10670,0.0234,0.2812
Illinois,Non-union,16,12830632,10670,0.1247,1.4995
Illinois,Union,2,12830632,10670,0.0156,0.1874
Illinois,Unknown,4,12830632,10670,0.0312,0.3749
Indiana,Salary Non-union,10,6483802,7465,0.1542,1.3396
Indiana,Salary Other,1,6483802,7465,0.0154,0.134
Indiana,Hourly Non-union,8,6483802,7465,0.1234,1.0717
Indiana,Hourly Union,44,6483802,7465,0.6786,5.8942
Indiana,Hourly Other,1,6483802,7465,0.0154,0.134
Indiana,Non-union,2,6483802,7465,0.0308,0.2679
Indiana,Union,2,6483802,7465,0.0308,0.2679
Indiana,Unknown,3,6483802,7465,0.0463,0.4019
Indiana,Salary Union,0,6483802,7465,0,0
Iowa,Salary Non-union,7,3046355,1738,0.2298,4.0276
Iowa,Salary Union,1,3046355,1738,0.0328,0.5754
Iowa,Salary Other,3,3046355,1738,0.0985,1.7261
Iowa,Hourly Non-union,4,3046355,1738,0.1313,2.3015
Iowa,Hourly Union,5,3046355,1738,0.1641,2.8769
Iowa,Non-union,1,3046355,1738,0.0328,0.5754
Iowa,Unknown,1,3046355,1738,0.0328,0.5754
Iowa,Hourly Other,0,3046355,1738,0,0
Iowa,Union,0,3046355,1738,0,0
Kansas,Hourly Non-union,3,2853118,2026,0.1051,1.4808
Kansas,Hourly Union,5,2853118,2026,0.1752,2.4679
Kansas,Unknown,2,2853118,2026,0.0701,0.9872
Kansas,Salary Non-union,0,2853118,2026,0,0
Kansas,Salary Union,0,2853118,2026,0,0
Kansas,Salary Other,0,2853118,2026,0,0
Kansas,Hourly Other,0,2853118,2026,0,0
Kansas,Non-union,0,2853118,2026,0,0
Kansas,Union,0,2853118,2026,0,0
Kentucky,Salary Non-union,3,4339367,3823,0.0691,0.7847
Kentucky,Hourly Non-union,3,4339367,3823,0.0691,0.7847
Kentucky,Hourly Union,13,4339367,3823,0.2996,3.4005
Kentucky,Union,1,4339367,3823,0.023,0.2616
Kentucky,Unknown,5,4339367,3823,0.1152,1.3079
Kentucky,Salary Union,0,4339367,3823,0,0
Kentucky,Salary Other,0,4339367,3823,0,0
Kentucky,Hourly Other,0,4339367,3823,0,0
Kentucky,Non-union,0,4339367,3823,0,0
Louisiana,Salary Non-union,3,4533372,2935,0.0662,1.0221
Louisiana,Salary Union,1,4533372,2935,0.0221,0.3407
Louisiana,Hourly Non-union,3,4533372,2935,0.0662,1.0221
Louisiana,Hourly Union,5,4533372,2935,0.1103,1.7036
Louisiana,Hourly Other,2,4533372,2935,0.0441,0.6814
Louisiana,Non-union,3,4533372,2935,0.0662,1.0221
Louisiana,Union,1,4533372,2935,0.0221,0.3407
Louisiana,Unknown,3,4533372,2935,0.0662,1.0221
Louisiana,Salary Other,0,4533372,2935,0,0
Maine,Salary Non-union,1,1328361,548,0.0753,1.8248
Maine,Hourly Non-union,2,1328361,548,0.1506,3.6496
Maine,Hourly Union,2,1328361,548,0.1506,3.6496
Maine,Salary Union,0,1328361,548,0,0
Maine,Salary Other,0,1328361,548,0,0
Maine,Hourly Other,0,1328361,548,0,0
Maine,Non-union,0,1328361,548,0,0
Maine,Union,0,1328361,548,0,0
Maine,Unknown,0,1328361,548,0,0
Maryland,Salary Non-union,12,5773552,4495,0.2078,2.6696
Maryland,Salary Other,1,5773552,4495,0.0173,0.2225
Maryland,Hourly Non-union,6,5773552,4495,0.1039,1.3348
Maryland,Hourly Union,8,5773552,4495,0.1386,1.7798
Maryland,Non-union,8,5773552,4495,0.1386,1.7798
Maryland,Union,1,5773552,4495,0.0173,0.2225
Maryland,Unknown,4,5773552,4495,0.0693,0.8899
Maryland,Salary Union,0,5773552,4495,0,0
Maryland,Hourly Other,0,5773552,4495,0,0
Massachusetts,Salary Non-union,18,6547629,5945,0.2749,3.0278
Massachusetts,Salary Union,1,6547629,5945,0.0153,0.1682
Massachusetts,Salary Other,2,6547629,5945,0.0305,0.3364
Massachusetts,Hourly Non-union,18,6547629,5945,0.2749,3.0278
Massachusetts,Hourly Union,17,6547629,5945,0.2596,2.8595
Massachusetts,Non-union,3,6547629,5945,0.0458,0.5046
Massachusetts,Unknown,6,6547629,5945,0.0916,1.0093
Massachusetts,Hourly Other,0,6547629,5945,0,0
Massachusetts,Union,0,6547629,5945,0,0
Michigan,Salary Non-union,32,9883640,23231,0.3238,1.3775
Michigan,Salary Union,24,9883640,23231,0.2428,1.0331
Michigan,Salary Other,4,9883640,23231,0.0405,0.1722
Michigan,Hourly Non-union,7,9883640,23231,0.0708,0.3013
Michigan,Hourly Union,163,9883640,23231,1.6492,7.0165
Michigan,Hourly Other,3,9883640,23231,0.0304,0.1291
Michigan,Non-union,6,9883640,23231,0.0607,0.2583
Michigan,Union,14,9883640,23231,0.1416,0.6026
Michigan,Unknown,4,9883640,23231,0.0405,0.1722
Minnesota,Salary Non-union,5,5303925,2775,0.0943,1.8018
Minnesota,Salary Other,1,5303925,2775,0.0189,0.3604
Minnesota,Hourly Non-union,5,5303925,2775,0.0943,1.8018
Minnesota,Hourly Union,4,5303925,2775,0.0754,1.4414
Minnesota,Non-union,1,5303925,2775,0.0189,0.3604
Minnesota,Unknown,4,5303925,2775,0.0754,1.4414
Minnesota,Salary Union,0,5303925,2775,0,0
Minnesota,Hourly Other,0,5303925,2775,0,0
Minnesota,Union,0,5303925,2775,0,0
Mississippi,Salary Non-union,1,2967297,4220,0.0337,0.237
Mississippi,Hourly Non-union,5,2967297,4220,0.1685,1.1848
Mississippi,Hourly Union,9,2967297,4220,0.3033,2.1327
Mississippi,Non-union,26,2967297,4220,0.8762,6.1611
Mississippi,Union,5,2967297,4220,0.1685,1.1848
Mississippi,Unknown,1,2967297,4220,0.0337,0.237
Mississippi,Salary Union,0,2967297,4220,0,0
Mississippi,Salary Other,0,2967297,4220,0,0
Mississippi,Hourly Other,0,2967297,4220,0,0
Missouri,Salary Non-union,8,5988927,8960,0.1336,0.8929
Missouri,Salary Union,1,5988927,8960,0.0167,0.1116
Missouri,Salary Other,1,5988927,8960,0.0167,0.1116
Missouri,Hourly Non-union,10,5988927,8960,0.167,1.1161
Missouri,Hourly Union,33,5988927,8960,0.551,3.683
Missouri,Hourly Other,3,5988927,8960,0.0501,0.3348
Missouri,Non-union,5,5988927,8960,0.0835,0.558
Missouri,Union,4,5988927,8960,0.0668,0.4464
Missouri,Unknown,30,5988927,8960,0.5009,3.3482
Montana,Hourly Non-union,1,989415,290,0.1011,3.4483
Montana,Salary Non-union,0,989415,290,0,0
Montana,Salary Union,0,989415,290,0,0
Montana,Salary Other,0,989415,290,0,0
Montana,Hourly Union,0,989415,290,0,0
Montana,Hourly Other,0,989415,290,0,0
Montana,Non-union,0,989415,290,0,0
Montana,Union,0,989415,290,0,0
Montana,Unknown,0,989415,290,0,0
Nebraska,Salary Non-union,4,1826341,988,0.219,4.0486
Nebraska,Salary Other,1,1826341,988,0.0548,1.0121
Nebraska,Hourly Non-union,1,1826341,988,0.0548,1.0121
Nebraska,Hourly Union,1,1826341,988,0.0548,1.0121
Nebraska,Non-union,1,1826341,988,0.0548,1.0121
Nebraska,Unknown,1,1826341,988,0.0548,1.0121
Nebraska,Salary Union,0,1826341,988,0,0
Nebraska,Hourly Other,0,1826341,988,0,0
Nebraska,Union,0,1826341,988,0,0
Nevada,Salary Non-union,1,2700551,2031,0.037,0.4924
Nevada,Hourly Non-union,3,2700551,2031,0.1111,1.4771
Nevada,Non-union,1,2700551,2031,0.037,0.4924
Nevada,Unknown,5,2700551,2031,0.1851,2.4618
Nevada,Salary Union,0,2700551,2031,0,0
Nevada,Salary Other,0,2700551,2031,0,0
Nevada,Hourly Union,0,2700551,2031,0,0
Nevada,Hourly Other,0,2700551,2031,0,0
Nevada,Union,0,2700551,2031,0,0
New Hampshire,Salary Other,2,1316470,735,0.1519,2.7211
New Hampshire,Hourly Non-union,1,1316470,735,0.076,1.3605
New Hampshire,Hourly Union,3,1316470,735,0.2279,4.0816
New Hampshire,Hourly Other,1,1316470,735,0.076,1.3605
New Hampshire,Unknown,1,1316470,735,0.076,1.3605
New Hampshire,Salary Non-union,0,1316470,735,0,0
New Hampshire,Salary Union,0,1316470,735,0,0
New Hampshire,Non-union,0,1316470,735,0,0
New Hampshire,Union,0,1316470,735,0,0
New Jersey,Salary Non-union,18,8791894,6690,0.2047,2.6906
New Jersey,Salary Union,1,8791894,6690,0.0114,0.1495
New Jersey,Salary Other,3,8791894,6690,0.0341,0.4484
New Jersey,Hourly Non-union,15,8791894,6690,0.1706,2.2422
New Jersey,Hourly Union,16,8791894,6690,0.182,2.3916
New Jersey,Hourly Other,4,8791894,6690,0.0455,0.5979
New Jersey,Non-union,10,8791894,6690,0.1137,1.4948
New Jersey,Union,1,8791894,6690,0.0114,0.1495
New Jersey,Unknown,11,8791894,6690,0.1251,1.6442
New Mexico,Salary Non-union,1,2059179,508,0.0486,1.9685
New Mexico,Hourly Non-union,1,2059179,508,0.0486,1.9685
New Mexico,Non-union,1,2059179,508,0.0486,1.9685
New Mexico,Unknown,1,2059179,508,0.0486,1.9685
New Mexico,Salary Union,0,2059179,508,0,0
New Mexico,Salary Other,0,2059179,508,0,0
New Mexico,Hourly Union,0,2059179,508,0,0
New Mexico,Hourly Other,0,2059179,508,0,0
New Mexico,Union,0,2059179,508,0,0
New York,Salary Non-union,18,19378102,9491,0.0929,1.8965
New York,Salary Other,4,19378102,9491,0.0206,0.4215
New York,Hourly Non-union,16,19378102,9491,0.0826,1.6858
New York,Hourly Union,33,19378102,9491,0.1703,3.477
New York,Hourly Other,3,19378102,9491,0.0155,0.3161
New York,Non-union,7,19378102,9491,0.0361,0.7375
New York,Union,1,19378102,9491,0.0052,0.1054
New York,Unknown,16,19378102,9491,0.0826,1.6858
New York,Salary Union,0,19378102,9491,0,0
North Carolina,Salary Non-union,17,9535483,5321,0.1783,3.1949
North Carolina,Salary Other,1,9535483,5321,0.0105,0.1879
North Carolina,Hourly Non-union,14,9535483,5321,0.1468,2.6311
North Carolina,Hourly Union,7,9535483,5321,0.0734,1.3155
North Carolina,Hourly Other,1,9535483,5321,0.0105,0.1879
North Carolina,Non-union,6,9535483,5321,0.0629,1.1276
North Carolina,Unknown,3,9535483,5321,0.0315,0.5638
North Carolina,Salary Union,0,9535483,5321,0,0
North Carolina,Union,0,9535483,5321,0,0
North Dakota,Unknown,1,672591,264,0.1487,3.7879
North Dakota,Salary Non-union,0,672591,264,0,0
North Dakota,Salary Union,0,672591,264,0,0
North Dakota,Salary Other,0,672591,264,0,0
North Dakota,Hourly Non-union,0,672591,264,0,0
North Dakota,Hourly Union,0,672591,264,0,0
North Dakota,Hourly Other,0,672591,264,0,0
North Dakota,Non-union,0,672591,264,0,0
North Dakota,Union,0,672591,264,0,0
Ohio,Salary Non-union,25,11536504,18596,0.2167,1.3444
Ohio,Salary Union,2,11536504,18596,0.0173,0.1076
Ohio,Salary Other,2,11536504,18596,0.0173,0.1076
Ohio,Hourly Non-union,19,11536504,18596,0.1647,1.0217
Ohio,Hourly Union,79,11536504,18596,0.6848,4.2482
Ohio,Hourly Other,7,11536504,18596,0.0607,0.3764
Ohio,Non-union,11,11536504,18596,0.0953,0.5915
Ohio,Union,24,11536504,18596,0.208,1.2906
Ohio,Unknown,4,11536504,18596,0.0347,0.2151
Oklahoma,Salary Non-union,5,3751351,2496,0.1333,2.0032
Oklahoma,Hourly Non-union,2,3751351,2496,0.0533,0.8013
Oklahoma,Hourly Union,5,3751351,2496,0.1333,2.0032
Oklahoma,Unknown,3,3751351,2496,0.08,1.2019
Oklahoma,Salary Union,0,3751351,2496,0,0
Oklahoma,Salary Other,0,3751351,2496,0,0
Oklahoma,Hourly Other,0,3751351,2496,0,0
Oklahoma,Non-union,0,3751351,2496,0,0
Oklahoma,Union,0,3751351,2496,0,0
Oregon,Salary Other,3,3831074,3046,0.0783,0.9849
Oregon,Hourly Non-union,4,3831074,3046,0.1044,1.3132
Oregon,Hourly Union,4,3831074,3046,0.1044,1.3132
Oregon,Non-union,2,3831074,3046,0.0522,0.6566
Oregon,Union,9,3831074,3046,0.2349,2.9547
Oregon,Unknown,2,3831074,3046,0.0522,0.6566
Oregon,Salary Non-union,0,3831074,3046,0,0
Oregon,Salary Union,0,3831074,3046,0,0
Oregon,Hourly Other,0,3831074,3046,0,0
Pennsylvania,Salary Non-union,16,12702379,8980,0.126,1.7817
Pennsylvania,Salary Other,2,12702379,8980,0.0157,0.2227
Pennsylvania,Hourly Non-union,17,12702379,8980,0.1338,1.8931
Pennsylvania,Hourly Union,15,12702379,8980,0.1181,1.6704
Pennsylvania,Hourly Other,1,12702379,8980,0.0079,0.1114
Pennsylvania,Non-union,5,12702379,8980,0.0394,0.5568
Pennsylvania,Union,4,12702379,8980,0.0315,0.4454
Pennsylvania,Unknown,8,12702379,8980,0.063,0.8909
Pennsylvania,Salary Union,0,12702379,8980,0,0
Puerto Rico,Salary Non-union,1,3725789,117,0.0268,8.547
Puerto Rico,Hourly Non-union,2,3725789,117,0.0537,17.094
Puerto Rico,Salary Union,0,3725789,117,0,0
Puerto Rico,Salary Other,0,3725789,117,0,0
Puerto Rico,Hourly Union,0,3725789,117,0,0
Puerto Rico,Hourly Other,0,3725789,117,0,0
Puerto Rico,Non-union,0,3725789,117,0,0
Puerto Rico,Union,0,3725789,117,0,0
Puerto Rico,Unknown,0,3725789,117,0,0
Rhode Island,Salary Non-union,2,1052567,795,0.19,2.5157
Rhode Island,Hourly Non-union,3,1052567,795,0.285,3.7736
Rhode Island,Hourly Union,1,1052567,795,0.095,1.2579
Rhode Island,Non-union,4,1052567,795,0.38,5.0314
Rhode Island,Unknown,3,1052567,795,0.285,3.7736
Rhode Island,Salary Union,0,1052567,795,0,0
Rhode Island,Salary Other,0,1052567,795,0,0
Rhode Island,Hourly Other,0,1052567,795,0,0
Rhode Island,Union,0,1052567,795,0,0
South Carolina,Salary Non-union,2,4625364,2399,0.0432,0.8337
South Carolina,Hourly Non-union,3,4625364,2399,0.0649,1.2505
South Carolina,Hourly Union,2,4625364,2399,0.0432,0.8337
South Carolina,Unknown,2,4625364,2399,0.0432,0.8337
South Carolina,Salary Union,0,4625364,2399,0,0
South Carolina,Salary Other,0,4625364,2399,0,0
South Carolina,Hourly Other,0,4625364,2399,0,0
South Carolina,Non-union,0,4625364,2399,0,0
South Carolina,Union,0,4625364,2399,0,0
South Dakota,Hourly Union,1,814180,360,0.1228,2.7778
South Dakota,Salary Non-union,0,814180,360,0,0
South Dakota,Salary Union,0,814180,360,0,0
South Dakota,Salary Other,0,814180,360,0,0
South Dakota,Hourly Non-union,0,814180,360,0,0
South Dakota,Hourly Other,0,814180,360,0,0
South Dakota,Non-union,0,814180,360,0,0
South Dakota,Union,0,814180,360,0,0
South Dakota,Unknown,0,814180,360,0,0
Tennessee,Salary Non-union,15,6346105,10788,0.2364,1.3904
Tennessee,Salary Other,2,6346105,10788,0.0315,0.1854
Tennessee,Hourly Non-union,20,6346105,10788,0.3152,1.8539
Tennessee,Hourly Union,15,6346105,10788,0.2364,1.3904
Tennessee,Hourly Other,2,6346105,10788,0.0315,0.1854
Tennessee,Non-union,4,6346105,10788,0.063,0.3708
Tennessee,Unknown,29,6346105,10788,0.457,2.6882
Tennessee,Salary Union,0,6346105,10788,0,0
Tennessee,Union,0,6346105,10788,0,0
Texas,Salary Non-union,34,25145561,24161,0.1352,1.4072
Texas,Salary Union,1,25145561,24161,0.004,0.0414
Texas,Salary Other,21,25145561,24161,0.0835,0.8692
Texas,Hourly Non-union,54,25145561,24161,0.2147,2.235
Texas,Hourly Union,27,25145561,24161,0.1074,1.1175
Texas,Hourly Other,12,25145561,24161,0.0477,0.4967
Texas,Non-union,14,25145561,24161,0.0557,0.5794
Texas,Union,2,25145561,24161,0.008,0.0828
Texas,Unknown,28,25145561,24161,0.1114,1.1589
Utah,Salary Non-union,3,2763885,2598,0.1085,1.1547
Utah,Hourly Non-union,4,2763885,2598,0.1447,1.5396
Utah,Hourly Union,4,2763885,2598,0.1447,1.5396
Utah,Non-union,19,2763885,2598,0.6874,7.3133
Utah,Unknown,4,2763885,2598,0.1447,1.5396
Utah,Salary Union,0,2763885,2598,0,0
Utah,Salary Other,0,2763885,2598,0,0
Utah,Hourly Other,0,2763885,2598,0,0
Utah,Union,0,2763885,2598,0,0
Vermont,Hourly Non-union,2,625741,188,0.3196,10.6383
Vermont,Salary Non-union,0,625741,188,0,0
Vermont,Salary Union,0,625741,188,0,0
Vermont,Salary Other,0,625741,188,0,0
Vermont,Hourly Union,0,625741,188,0,0
Vermont,Hourly Other,0,625741,188,0,0
Vermont,Non-union,0,625741,188,0,0
Vermont,Union,0,625741,188,0,0
Vermont,Unknown,0,625741,188,0,0
Virginia,Salary Non-union,10,8001024,4923,0.125,2.0313
Virginia,Salary Union,1,8001024,4923,0.0125,0.2031
Virginia,Salary Other,6,8001024,4923,0.075,1.2188
Virginia,Hourly Non-union,8,8001024,4923,0.1,1.625
Virginia,Hourly Union,10,8001024,4923,0.125,2.0313
Virginia,Non-union,9,8001024,4923,0.1125,1.8282
Virginia,Unknown,4,8001024,4923,0.05,0.8125
Virginia,Hourly Other,0,8001024,4923,0,0
Virginia,Union,0,8001024,4923,0,0
Washington,Salary Non-union,8,6724540,3538,0.119,2.2612
Washington,Salary Union,3,6724540,3538,0.0446,0.8479
Washington,Salary Other,4,6724540,3538,0.0595,1.1306
Washington,Hourly Non-union,1,6724540,3538,0.0149,0.2826
Washington,Hourly Union,10,6724540,3538,0.1487,2.8265
Washington,Hourly Other,2,6724540,3538,0.0297,0.5653
Washington,Unknown,2,6724540,3538,0.0297,0.5653
Washington,Non-union,0,6724540,3538,0,0
Washington,Union,0,6724540,3538,0,0
West Virginia,Hourly Non-union,2,1852994,1245,0.1079,1.6064
West Virginia,Hourly Union,3,1852994,1245,0.1619,2.4096
West Virginia,Hourly Other,1,1852994,1245,0.054,0.8032
West Virginia,Salary Non-union,0,1852994,1245,0,0
West Virginia,Salary Union,0,1852994,1245,0,0
West Virginia,Salary Other,0,1852994,1245,0,0
West Virginia,Non-union,0,1852994,1245,0,0
West Virginia,Union,0,1852994,1245,0,0
West Virginia,Unknown,0,1852994,1245,0,0
Wisconsin,Salary Non-union,6,5686986,3168,0.1055,1.8939
Wisconsin,Salary Union,2,5686986,3168,0.0352,0.6313
Wisconsin,Hourly Non-union,4,5686986,3168,0.0703,1.2626
Wisconsin,Hourly Union,3,5686986,3168,0.0528,0.947
Wisconsin,Non-union,3,5686986,3168,0.0528,0.947
Wisconsin,Unknown,1,5686986,3168,0.0176,0.3157
Wisconsin,Salary Other,0,5686986,3168,0,0
Wisconsin,Hourly Other,0,5686986,3168,0,0
Wisconsin,Union,0,5686986,3168,0,0
Wyoming,Hourly Non-union,1,563626,179,0.1774,5.5866
Wyoming,Salary Non-union,0,563626,179,0,0
Wyoming,Salary Union,0,563626,179,0,0
Wyoming,Salary Other,0,563626,179,0,0
Wyoming,Hourly Union,0,563626,179,0,0
Wyoming,Hourly Other,0,563626,179,0,0
Wyoming,Non-union,0,563626,179,0,0
Wyoming,Union,0,563626,179,0,0
Wyoming,Unknown,0,563626,179,0,0
