STATE,INDSTRY,CASES,CENSUSPOP,DS_POP,CS_RATE,DS_RATE
Ohio,"Oil & Gas Extraction, Mining",84,11536504,51710,0.7281,1.6244
Ohio,"Manufacturing, Durable Goods",4621,11536504,51710,40.0555,89.3638
Ohio,"Manufacturing, Nondurable Goods",426,11536504,51710,3.6926,8.2383
Ohio,"Transportation, Communications, Utilities",1014,11536504,51710,8.7895,19.6094
Ohio,Retail Trade,327,11536504,51710,2.8345,6.3237
Ohio,"Finance, Insurance, Real Estate",610,11536504,51710,5.2876,11.7966
Ohio,Services,998,11536504,51710,8.6508,19.2999
Ohio,Wholesale,9,11536504,51710,0.078,0.174
Arkansas,"Oil & Gas Extraction, Mining",10,2915918,6972,0.3429,1.4343
Arkansas,"Manufacturing, Durable Goods",223,2915918,6972,7.6477,31.9851
Arkansas,"Manufacturing, Nondurable Goods",331,2915918,6972,11.3515,47.4756
Arkansas,"Transportation, Communications, Utilities",214,2915918,6972,7.339,30.6942
Arkansas,Retail Trade,34,2915918,6972,1.166,4.8766
Arkansas,"Finance, Insurance, Real Estate",49,2915918,6972,1.6804,7.0281
Arkansas,Services,57,2915918,6972,1.9548,8.1756
Arkansas,Wholesale,7,2915918,6972,0.2401,1.004
New York,"Oil & Gas Extraction, Mining",6,19378102,38153,0.031,0.1573
New York,"Manufacturing, Durable Goods",1153,19378102,38153,5.95,30.2204
New York,"Manufacturing, Nondurable Goods",172,19378102,38153,0.8876,4.5082
New York,"Transportation, Communications, Utilities",1159,19378102,38153,5.981,30.3777
New York,Retail Trade,214,19378102,38153,1.1043,5.609
New York,"Finance, Insurance, Real Estate",867,19378102,38153,4.4741,22.7243
New York,Services,298,19378102,38153,1.5378,7.8107
New York,Wholesale,3,19378102,38153,0.0155,0.0786
Pennsylvania,"Oil & Gas Extraction, Mining",18,12702379,29461,0.1417,0.611
Pennsylvania,"Manufacturing, Durable Goods",911,12702379,29461,7.1719,30.9222
Pennsylvania,"Manufacturing, Nondurable Goods",559,12702379,29461,4.4008,18.9742
Pennsylvania,"Transportation, Communications, Utilities",1072,12702379,29461,8.4394,36.3871
Pennsylvania,Retail Trade,249,12702379,29461,1.9603,8.4519
Pennsylvania,"Finance, Insurance, Real Estate",517,12702379,29461,4.0701,17.5486
Pennsylvania,Services,299,12702379,29461,2.3539,10.149
Pennsylvania,Construction,1,12702379,29461,0.0079,0.0339
Pennsylvania,Wholesale,10,12702379,29461,0.0787,0.3394
Georgia,"Oil & Gas Extraction, Mining",10,9687653,68782,0.1032,0.1454
Georgia,"Manufacturing, Durable Goods",992,9687653,68782,10.2398,14.4224
Georgia,"Manufacturing, Nondurable Goods",653,9687653,68782,6.7405,9.4938
Georgia,"Transportation, Communications, Utilities",1400,9687653,68782,14.4514,20.3542
Georgia,Retail Trade,243,9687653,68782,2.5083,3.5329
Georgia,"Finance, Insurance, Real Estate",432,9687653,68782,4.4593,6.2807
Georgia,Services,825,9687653,68782,8.516,11.9944
Georgia,Construction,1,9687653,68782,0.0103,0.0145
Georgia,Wholesale,27,9687653,68782,0.2787,0.3925
Indiana,"Oil & Gas Extraction, Mining",42,6483802,20266,0.6478,2.0724
Indiana,"Manufacturing, Durable Goods",2231,6483802,20266,34.4088,110.0859
Indiana,"Manufacturing, Nondurable Goods",216,6483802,20266,3.3314,10.6582
Indiana,"Transportation, Communications, Utilities",417,6483802,20266,6.4314,20.5763
Indiana,Retail Trade,137,6483802,20266,2.113,6.7601
Indiana,"Finance, Insurance, Real Estate",158,6483802,20266,2.4368,7.7963
Indiana,Services,248,6483802,20266,3.8249,12.2372
Indiana,Wholesale,15,6483802,20266,0.2313,0.7402
Illinois,"Oil & Gas Extraction, Mining",31,12830632,36586,0.2416,0.8473
Illinois,"Manufacturing, Durable Goods",1568,12830632,36586,12.2208,42.8579
Illinois,"Manufacturing, Nondurable Goods",516,12830632,36586,4.0216,14.1038
Illinois,"Transportation, Communications, Utilities",1303,12830632,36586,10.1554,35.6147
Illinois,Retail Trade,291,12830632,36586,2.268,7.9539
Illinois,"Finance, Insurance, Real Estate",664,12830632,36586,5.1751,18.149
Illinois,Services,359,12830632,36586,2.798,9.8125
Illinois,Wholesale,19,12830632,36586,0.1481,0.5193
Louisiana,"Oil & Gas Extraction, Mining",144,4533372,9513,3.1764,15.1372
Louisiana,"Manufacturing, Durable Goods",471,4533372,9513,10.3896,49.5112
Louisiana,"Manufacturing, Nondurable Goods",170,4533372,9513,3.75,17.8703
Louisiana,"Transportation, Communications, Utilities",284,4533372,9513,6.2647,29.8539
Louisiana,Retail Trade,62,4533372,9513,1.3676,6.5174
Louisiana,"Finance, Insurance, Real Estate",149,4533372,9513,3.2867,15.6628
Louisiana,Services,117,4533372,9513,2.5809,12.299
Louisiana,Wholesale,5,4533372,9513,0.1103,0.5256
Maryland,"Manufacturing, Durable Goods",497,5773552,13274,8.6082,37.4416
Maryland,"Manufacturing, Nondurable Goods",72,5773552,13274,1.2471,5.4241
Maryland,"Transportation, Communications, Utilities",843,5773552,13274,14.6011,63.5076
Maryland,Retail Trade,92,5773552,13274,1.5935,6.9308
Maryland,"Finance, Insurance, Real Estate",167,5773552,13274,2.8925,12.581
Maryland,Services,143,5773552,13274,2.4768,10.7729
Maryland,Construction,2,5773552,13274,0.0346,0.1507
Maryland,Wholesale,7,5773552,13274,0.1212,0.5273
Texas,"Oil & Gas Extraction, Mining",602,25145561,86419,2.3941,6.9661
Texas,"Manufacturing, Durable Goods",1769,25145561,86419,7.035,20.47
Texas,"Manufacturing, Nondurable Goods",1367,25145561,86419,5.4363,15.8183
Texas,"Transportation, Communications, Utilities",2662,25145561,86419,10.5864,30.8034
Texas,Retail Trade,639,25145561,86419,2.5412,7.3942
Texas,"Finance, Insurance, Real Estate",1434,25145561,86419,5.7028,16.5936
Texas,Services,1977,25145561,86419,7.8622,22.8769
Texas,Construction,6,25145561,86419,0.0239,0.0694
Texas,Wholesale,36,25145561,86419,0.1432,0.4166
Florida,"Oil & Gas Extraction, Mining",16,18801310,46533,0.0851,0.3438
Florida,"Manufacturing, Durable Goods",1312,18801310,46533,6.9782,28.195
Florida,"Manufacturing, Nondurable Goods",449,18801310,46533,2.3881,9.6491
Florida,"Transportation, Communications, Utilities",1670,18801310,46533,8.8824,35.8885
