STATE,EECLASS,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Salary Non-union,72,4779736,5730,1.5064,12.5654
Alabama,Salary Union,8,4779736,5730,0.1674,1.3962
Alabama,Salary Other,5,4779736,5730,0.1046,0.8726
Alabama,Hourly Non-union,90,4779736,5730,1.8829,15.7068
Alabama,Hourly Union,171,4779736,5730,3.5776,29.8429
Alabama,Hourly Other,19,4779736,5730,0.3975,3.3159
Alabama,Non-union,96,4779736,5730,2.0085,16.7539
Alabama,Union,32,4779736,5730,0.6695,5.5846
Alabama,Unknown,268,4779736,5730,5.607,46.7714
Alaska,Salary Non-union,6,710231,257,0.8448,23.3463
Alaska,Salary Other,1,710231,257,0.1408,3.8911
Alaska,Hourly Non-union,20,710231,257,2.816,77.821
Alaska,Hourly Union,2,710231,257,0.2816,7.7821
Alaska,Hourly Other,1,710231,257,0.1408,3.8911
Alaska,Non-union,2,710231,257,0.2816,7.7821
Alaska,Unknown,1,710231,257,0.1408,3.8911
Alaska,Salary Union,0,710231,257,0,0
Alaska,Union,0,710231,257,0,0
Arizona,Salary Non-union,158,6392017,7456,2.4718,21.191
Arizona,Salary Union,6,6392017,7456,0.0939,0.8047
Arizona,Salary Other,97,6392017,7456,1.5175,13.0097
Arizona,Hourly Non-union,414,6392017,7456,6.4768,55.5258
Arizona,Hourly Union,67,6392017,7456,1.0482,8.9861
Arizona,Hourly Other,56,6392017,7456,0.8761,7.5107
Arizona,Non-union,131,6392017,7456,2.0494,17.5697
Arizona,Union,16,6392017,7456,0.2503,2.1459
Arizona,Unknown,242,6392017,7456,3.786,32.4571
Arkansas,Salary Non-union,35,2915918,2052,1.2003,17.0565
Arkansas,Salary Other,16,2915918,2052,0.5487,7.7973
Arkansas,Hourly Non-union,138,2915918,2052,4.7326,67.2515
Arkansas,Hourly Union,59,2915918,2052,2.0234,28.7524
Arkansas,Hourly Other,20,2915918,2052,0.6859,9.7466
Arkansas,Non-union,28,2915918,2052,0.9602,13.6452
Arkansas,Union,3,2915918,2052,0.1029,1.462
Arkansas,Unknown,37,2915918,2052,1.2689,18.0312
Arkansas,Salary Union,0,2915918,2052,0,0
California,Salary Non-union,308,37253956,40228,0.8268,7.6564
California,Salary Union,10,37253956,40228,0.0268,0.2486
California,Salary Other,88,37253956,40228,0.2362,2.1875
California,Hourly Non-union,288,37253956,40228,0.7731,7.1592
California,Hourly Union,187,37253956,40228,0.502,4.6485
California,Hourly Other,56,37253956,40228,0.1503,1.3921
California,Non-union,241,37253956,40228,0.6469,5.9909
California,Union,556,37253956,40228,1.4925,13.8212
California,Unknown,4408,37253956,40228,11.8323,109.5754
Colorado,Salary Non-union,83,5029196,3198,1.6504,25.9537
Colorado,Salary Union,2,5029196,3198,0.0398,0.6254
Colorado,Salary Other,5,5029196,3198,0.0994,1.5635
Colorado,Hourly Non-union,143,5029196,3198,2.8434,44.7154
Colorado,Hourly Union,27,5029196,3198,0.5369,8.4428
Colorado,Hourly Other,12,5029196,3198,0.2386,3.7523
Colorado,Non-union,55,5029196,3198,1.0936,17.1982
Colorado,Union,28,5029196,3198,0.5567,8.7555
Colorado,Unknown,147,5029196,3198,2.9229,45.9662
Connecticut,Salary Non-union,70,3574097,3431,1.9585,20.4022
Connecticut,Salary Union,4,3574097,3431,0.1119,1.1658
Connecticut,Salary Other,20,3574097,3431,0.5596,5.8292
Connecticut,Hourly Non-union,71,3574097,3431,1.9865,20.6937
Connecticut,Hourly Union,64,3574097,3431,1.7907,18.6535
Connecticut,Hourly Other,11,3574097,3431,0.3078,3.2061
Connecticut,Non-union,37,3574097,3431,1.0352,10.784
Connecticut,Union,9,3574097,3431,0.2518,2.6231
Connecticut,Unknown,237,3574097,3431,6.631,69.0761
Delaware,Salary Non-union,17,897934,2088,1.8932,8.1418
Delaware,Salary Other,13,897934,2088,1.4478,6.2261
Delaware,Hourly Non-union,13,897934,2088,1.4478,6.2261
Delaware,Hourly Union,93,897934,2088,10.3571,44.5402
Delaware,Hourly Other,2,897934,2088,0.2227,0.9579
Delaware,Non-union,17,897934,2088,1.8932,8.1418
Delaware,Union,14,897934,2088,1.5591,6.705
Delaware,Unknown,105,897934,2088,11.6935,50.2874
