STATE,EECLASS,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Alabama,Salary Non-union,209,4779736,5730,4.3726,36.4747
Alabama,Salary Union,14,4779736,5730,0.2929,2.4433
Alabama,Salary Other,15,4779736,5730,0.3138,2.6178
Alabama,Hourly Non-union,241,4779736,5730,5.0421,42.0593
Alabama,Hourly Union,512,4779736,5730,10.7119,89.3543
Alabama,Hourly Other,62,4779736,5730,1.2971,10.8202
Alabama,Non-union,394,4779736,5730,8.2431,68.7609
Alabama,Union,155,4779736,5730,3.2429,27.0506
Alabama,Unknown,1079,4779736,5730,22.5745,188.3072
Alaska,Salary Non-union,21,710231,257,2.9568,81.7121
Alaska,Salary Other,1,710231,257,0.1408,3.8911
Alaska,Hourly Non-union,53,710231,257,7.4624,206.2257
Alaska,Hourly Union,12,710231,257,1.6896,46.6926
Alaska,Union,2,710231,257,0.2816,7.7821
Alaska,Unknown,5,710231,257,0.704,19.4553
Alaska,Salary Union,0,710231,257,0,0
Alaska,Hourly Other,0,710231,257,0,0
Alaska,Non-union,0,710231,257,0,0
Arizona,Salary Non-union,448,6392017,7456,7.0087,60.0858
Arizona,Salary Union,11,6392017,7456,0.1721,1.4753
Arizona,Salary Other,241,6392017,7456,3.7703,32.323
Arizona,Hourly Non-union,933,6392017,7456,14.5963,125.1341
Arizona,Hourly Union,176,6392017,7456,2.7534,23.6052
Arizona,Hourly Other,124,6392017,7456,1.9399,16.6309
Arizona,Non-union,355,6392017,7456,5.5538,47.6127
Arizona,Union,40,6392017,7456,0.6258,5.3648
Arizona,Unknown,522,6392017,7456,8.1664,70.0107
Arkansas,Salary Non-union,135,2915918,2052,4.6298,65.7895
Arkansas,Salary Union,1,2915918,2052,0.0343,0.4873
Arkansas,Salary Other,44,2915918,2052,1.509,21.4425
Arkansas,Hourly Non-union,333,2915918,2052,11.4201,162.2807
Arkansas,Hourly Union,176,2915918,2052,6.0358,85.77
Arkansas,Hourly Other,60,2915918,2052,2.0577,29.2398
Arkansas,Non-union,91,2915918,2052,3.1208,44.347
Arkansas,Union,10,2915918,2052,0.3429,4.8733
Arkansas,Unknown,63,2915918,2052,2.1606,30.7018
California,Salary Non-union,916,37253956,40228,2.4588,22.7702
California,Salary Union,14,37253956,40228,0.0376,0.348
California,Salary Other,181,37253956,40228,0.4859,4.4994
California,Hourly Non-union,776,37253956,40228,2.083,19.29
California,Hourly Union,513,37253956,40228,1.377,12.7523
California,Hourly Other,131,37253956,40228,0.3516,3.2564
California,Non-union,698,37253956,40228,1.8736,17.3511
California,Union,1254,37253956,40228,3.3661,31.1723
California,Unknown,12661,37253956,40228,33.9857,314.731
Colorado,Salary Non-union,253,5029196,3198,5.0306,79.1119
Colorado,Salary Union,11,5029196,3198,0.2187,3.4396
Colorado,Salary Other,28,5029196,3198,0.5567,8.7555
Colorado,Hourly Non-union,265,5029196,3198,5.2692,82.8643
Colorado,Hourly Union,60,5029196,3198,1.193,18.7617
Colorado,Hourly Other,24,5029196,3198,0.4772,7.5047
Colorado,Non-union,149,5029196,3198,2.9627,46.5916
Colorado,Union,67,5029196,3198,1.3322,20.9506
Colorado,Unknown,237,5029196,3198,4.7125,74.1088
Connecticut,Salary Non-union,234,3574097,3431,6.5471,68.2017
Connecticut,Salary Union,1,3574097,3431,0.028,0.2915
Connecticut,Salary Other,35,3574097,3431,0.9793,10.2011
Connecticut,Hourly Non-union,196,3574097,3431,5.4839,57.1262
Connecticut,Hourly Union,278,3574097,3431,7.7782,81.0259
Connecticut,Hourly Other,20,3574097,3431,0.5596,5.8292
Connecticut,Non-union,86,3574097,3431,2.4062,25.0656
Connecticut,Union,11,3574097,3431,0.3078,3.2061
Connecticut,Unknown,391,3574097,3431,10.9398,113.9609
Delaware,Salary Non-union,45,897934,2088,5.0115,21.5517
Delaware,Salary Union,2,897934,2088,0.2227,0.9579
Delaware,Salary Other,39,897934,2088,4.3433,18.6782
Delaware,Hourly Non-union,39,897934,2088,4.3433,18.6782
Delaware,Hourly Union,189,897934,2088,21.0483,90.5172
Delaware,Hourly Other,7,897934,2088,0.7796,3.3525
Delaware,Non-union,25,897934,2088,2.7842,11.9732
Delaware,Union,36,897934,2088,4.0092,17.2414
Delaware,Unknown,390,897934,2088,43.433,186.7816
Florida,Salary Non-union,1314,18801310,14966,6.9889,87.799
Florida,Salary Union,38,18801310,14966,0.2021,2.5391
Florida,Salary Other,169,18801310,14966,0.8989,11.2923
Florida,Hourly Non-union,1624,18801310,14966,8.6377,108.5126
Florida,Hourly Union,1320,18801310,14966,7.0208,88.1999
Florida,Hourly Other,157,18801310,14966,0.835,10.4904
Florida,Non-union,1034,18801310,14966,5.4996,69.0899
Florida,Union,101,18801310,14966,0.5372,6.7486
Florida,Unknown,717,18801310,14966,3.8136,47.9086
Georgia,Salary Non-union,913,9687653,22416,9.4244,40.7298
Georgia,Salary Union,15,9687653,22416,0.1548,0.6692
Georgia,Salary Other,202,9687653,22416,2.0851,9.0114
Georgia,Hourly Non-union,917,9687653,22416,9.4657,40.9083
Georgia,Hourly Union,979,9687653,22416,10.1056,43.6742
Georgia,Hourly Other,112,9687653,22416,1.1561,4.9964
Georgia,Non-union,7688,9687653,22416,79.3587,342.9693
Georgia,Union,133,9687653,22416,1.3729,5.9333
Georgia,Unknown,749,9687653,22416,7.7315,33.4136
Hawaii,Salary Non-union,6,1360301,85,0.4411,70.5882
Hawaii,Salary Union,1,1360301,85,0.0735,11.7647
Hawaii,Salary Other,1,1360301,85,0.0735,11.7647
Hawaii,Hourly Non-union,7,1360301,85,0.5146,82.3529
