STATE,EECLASS,CASES,CS_POP,DS_POP,CS_RATE,DS_RATE
Nevada,Unknown,84,2700551,2031,3.1105,41.3589
New Hampshire,Salary Non-union,25,1316470,735,1.899,34.0136
New Hampshire,Salary Other,8,1316470,735,0.6077,10.8844
New Hampshire,Hourly Non-union,27,1316470,735,2.0509,36.7347
New Hampshire,Hourly Union,14,1316470,735,1.0634,19.0476
New Hampshire,Hourly Other,6,1316470,735,0.4558,8.1633
New Hampshire,Non-union,12,1316470,735,0.9115,16.3265
New Hampshire,Union,2,1316470,735,0.1519,2.7211
New Hampshire,Unknown,21,1316470,735,1.5952,28.5714
New Hampshire,Salary Union,0,1316470,735,0,0
New Jersey,Salary Non-union,205,8791894,6690,2.3317,30.6428
New Jersey,Salary Union,8,8791894,6690,0.091,1.1958
New Jersey,Salary Other,44,8791894,6690,0.5005,6.577
New Jersey,Hourly Non-union,148,8791894,6690,1.6834,22.1226
New Jersey,Hourly Union,144,8791894,6690,1.6379,21.5247
New Jersey,Hourly Other,19,8791894,6690,0.2161,2.8401
New Jersey,Non-union,86,8791894,6690,0.9782,12.855
New Jersey,Union,22,8791894,6690,0.2502,3.2885
New Jersey,Unknown,116,8791894,6690,1.3194,17.3393
New Mexico,Salary Non-union,14,2059179,508,0.6799,27.5591
New Mexico,Salary Other,7,2059179,508,0.3399,13.7795
New Mexico,Hourly Non-union,24,2059179,508,1.1655,47.2441
New Mexico,Hourly Union,4,2059179,508,0.1943,7.874
New Mexico,Hourly Other,17,2059179,508,0.8256,33.4646
New Mexico,Non-union,12,2059179,508,0.5828,23.622
New Mexico,Union,1,2059179,508,0.0486,1.9685
New Mexico,Unknown,14,2059179,508,0.6799,27.5591
New Mexico,Salary Union,0,2059179,508,0,0
New York,Salary Non-union,229,19378102,9491,1.1817,24.1281
New York,Salary Union,9,19378102,9491,0.0464,0.9483
New York,Salary Other,71,19378102,9491,0.3664,7.4808
New York,Hourly Non-union,130,19378102,9491,0.6709,13.6972
New York,Hourly Union,306,19378102,9491,1.5791,32.2411
New York,Hourly Other,33,19378102,9491,0.1703,3.477
New York,Non-union,78,19378102,9491,0.4025,8.2183
New York,Union,25,19378102,9491,0.129,2.6341
New York,Unknown,128,19378102,9491,0.6605,13.4865
North Carolina,Salary Non-union,172,9535483,5321,1.8038,32.3248
North Carolina,Salary Union,3,9535483,5321,0.0315,0.5638
North Carolina,Salary Other,11,9535483,5321,0.1154,2.0673
North Carolina,Hourly Non-union,215,9535483,5321,2.2547,40.4059
North Carolina,Hourly Union,70,9535483,5321,0.7341,13.1554
North Carolina,Hourly Other,19,9535483,5321,0.1993,3.5708
North Carolina,Non-union,61,9535483,5321,0.6397,11.464
North Carolina,Union,6,9535483,5321,0.0629,1.1276
North Carolina,Unknown,99,9535483,5321,1.0382,18.6055
North Dakota,Salary Non-union,1,672591,264,0.1487,3.7879
North Dakota,Salary Other,1,672591,264,0.1487,3.7879
North Dakota,Hourly Non-union,12,672591,264,1.7841,45.4545
North Dakota,Hourly Union,3,672591,264,0.446,11.3636
North Dakota,Non-union,5,672591,264,0.7434,18.9394
North Dakota,Unknown,13,672591,264,1.9328,49.2424
North Dakota,Salary Union,0,672591,264,0,0
North Dakota,Hourly Other,0,672591,264,0,0
North Dakota,Union,0,672591,264,0,0
Ohio,Salary Non-union,359,11536504,18596,3.1119,19.3052
Ohio,Salary Union,32,11536504,18596,0.2774,1.7208
Ohio,Salary Other,127,11536504,18596,1.1009,6.8294
Ohio,Hourly Non-union,435,11536504,18596,3.7706,23.3921
Ohio,Hourly Union,815,11536504,18596,7.0645,43.8266
Ohio,Hourly Other,70,11536504,18596,0.6068,3.7643
Ohio,Non-union,123,11536504,18596,1.0662,6.6143
Ohio,Union,246,11536504,18596,2.1324,13.2287
Ohio,Unknown,140,11536504,18596,1.2135,7.5285
Oklahoma,Salary Non-union,60,3751351,2496,1.5994,24.0385
Oklahoma,Salary Union,4,3751351,2496,0.1066,1.6026
Oklahoma,Salary Other,15,3751351,2496,0.3999,6.0096
Oklahoma,Hourly Non-union,59,3751351,2496,1.5728,23.6378
Oklahoma,Hourly Union,70,3751351,2496,1.866,28.0449
Oklahoma,Hourly Other,11,3751351,2496,0.2932,4.4071
Oklahoma,Non-union,17,3751351,2496,0.4532,6.8109
Oklahoma,Union,3,3751351,2496,0.08,1.2019
Oklahoma,Unknown,33,3751351,2496,0.8797,13.2212
Oregon,Salary Non-union,26,3831074,3046,0.6787,8.5358
Oregon,Salary Union,3,3831074,3046,0.0783,0.9849
Oregon,Salary Other,40,3831074,3046,1.0441,13.132
Oregon,Hourly Non-union,66,3831074,3046,1.7228,21.6678
Oregon,Hourly Union,20,3831074,3046,0.522,6.566
Oregon,Hourly Other,21,3831074,3046,0.5481,6.8943
Oregon,Non-union,29,3831074,3046,0.757,9.5207
Oregon,Union,163,3831074,3046,4.2547,53.5128
Oregon,Unknown,56,3831074,3046,1.4617,18.3848
Pennsylvania,Salary Non-union,286,12702379,8980,2.2515,31.8486
Pennsylvania,Salary Union,6,12702379,8980,0.0472,0.6682
Pennsylvania,Salary Other,39,12702379,8980,0.307,4.343
Pennsylvania,Hourly Non-union,254,12702379,8980,1.9996,28.2851
Pennsylvania,Hourly Union,199,12702379,8980,1.5666,22.1604
Pennsylvania,Hourly Other,51,12702379,8980,0.4015,5.6793
Pennsylvania,Non-union,128,12702379,8980,1.0077,14.2539
Pennsylvania,Union,34,12702379,8980,0.2677,3.7862
Pennsylvania,Unknown,108,12702379,8980,0.8502,12.0267
Puerto Rico,Salary Non-union,7,3725789,117,0.1879,59.8291
Puerto Rico,Hourly Non-union,33,3725789,117,0.8857,282.0513
Puerto Rico,Salary Union,0,3725789,117,0,0
Puerto Rico,Salary Other,0,3725789,117,0,0
Puerto Rico,Hourly Union,0,3725789,117,0,0
Puerto Rico,Hourly Other,0,3725789,117,0,0
Puerto Rico,Non-union,0,3725789,117,0,0
Puerto Rico,Union,0,3725789,117,0,0
Puerto Rico,Unknown,0,3725789,117,0,0
Rhode Island,Salary Non-union,31,1052567,795,2.9452,38.9937
Rhode Island,Salary Other,1,1052567,795,0.095,1.2579
Rhode Island,Hourly Non-union,55,1052567,795,5.2253,69.1824
Rhode Island,Hourly Union,25,1052567,795,2.3751,31.4465
Rhode Island,Hourly Other,4,1052567,795,0.38,5.0314
Rhode Island,Non-union,16,1052567,795,1.5201,20.1258
Rhode Island,Union,9,1052567,795,0.8551,11.3208
Rhode Island,Unknown,31,1052567,795,2.9452,38.9937
Rhode Island,Salary Union,0,1052567,795,0,0
South Carolina,Salary Non-union,59,4625364,2399,1.2756,24.5936
South Carolina,Salary Other,14,4625364,2399,0.3027,5.8358
South Carolina,Hourly Non-union,106,4625364,2399,2.2917,44.1851
South Carolina,Hourly Union,34,4625364,2399,0.7351,14.1726
South Carolina,Hourly Other,17,4625364,2399,0.3675,7.0863
South Carolina,Non-union,38,4625364,2399,0.8216,15.8399
South Carolina,Union,9,4625364,2399,0.1946,3.7516
South Carolina,Unknown,42,4625364,2399,0.908,17.5073
South Carolina,Salary Union,0,4625364,2399,0,0
South Dakota,Salary Non-union,6,814180,360,0.7369,16.6667
South Dakota,Salary Other,1,814180,360,0.1228,2.7778
South Dakota,Hourly Non-union,24,814180,360,2.9478,66.6667
South Dakota,Hourly Union,1,814180,360,0.1228,2.7778
South Dakota,Hourly Other,1,814180,360,0.1228,2.7778
South Dakota,Non-union,5,814180,360,0.6141,13.8889
South Dakota,Unknown,8,814180,360,0.9826,22.2222
South Dakota,Salary Union,0,814180,360,0,0
South Dakota,Union,0,814180,360,0,0
Tennessee,Salary Non-union,181,6346105,10788,2.8521,16.7779
Tennessee,Salary Union,1,6346105,10788,0.0158,0.0927
Tennessee,Salary Other,11,6346105,10788,0.1733,1.0197
Tennessee,Hourly Non-union,331,6346105,10788,5.2158,30.6822
Tennessee,Hourly Union,159,6346105,10788,2.5055,14.7386
Tennessee,Hourly Other,48,6346105,10788,0.7564,4.4494
Tennessee,Non-union,92,6346105,10788,1.4497,8.528
Tennessee,Union,5,6346105,10788,0.0788,0.4635
Tennessee,Unknown,507,6346105,10788,7.9892,46.9967
Texas,Salary Non-union,513,25145561,24161,2.0401,21.2326
Texas,Salary Union,9,25145561,24161,0.0358,0.3725
Texas,Salary Other,292,25145561,24161,1.1612,12.0856
Texas,Hourly Non-union,563,25145561,24161,2.239,23.302
Texas,Hourly Union,428,25145561,24161,1.7021,17.7145
Texas,Hourly Other,204,25145561,24161,0.8113,8.4434
Texas,Non-union,218,25145561,24161,0.867,9.0228
Texas,Union,54,25145561,24161,0.2147,2.235
Texas,Unknown,471,25145561,24161,1.8731,19.4942
Utah,Salary Non-union,45,2763885,2598,1.6281,17.321
Utah,Salary Other,10,2763885,2598,0.3618,3.8491
Utah,Hourly Non-union,65,2763885,2598,2.3518,25.0192
Utah,Hourly Union,20,2763885,2598,0.7236,7.6982
Utah,Hourly Other,5,2763885,2598,0.1809,1.9246
Utah,Non-union,397,2763885,2598,14.3638,152.8099
Utah,Union,1,2763885,2598,0.0362,0.3849
Utah,Unknown,67,2763885,2598,2.4241,25.7891
Utah,Salary Union,0,2763885,2598,0,0
Vermont,Salary Non-union,5,625741,188,0.7991,26.5957
Vermont,Hourly Non-union,8,625741,188,1.2785,42.5532
Vermont,Hourly Union,4,625741,188,0.6392,21.2766
Vermont,Non-union,5,625741,188,0.7991,26.5957
Vermont,Unknown,5,625741,188,0.7991,26.5957
Vermont,Salary Union,0,625741,188,0,0
Vermont,Salary Other,0,625741,188,0,0
Vermont,Hourly Other,0,625741,188,0,0
Vermont,Union,0,625741,188,0,0
Virginia,Salary Non-union,136,8001024,4923,1.6998,27.6254
Virginia,Salary Union,4,8001024,4923,0.05,0.8125
Virginia,Salary Other,48,8001024,4923,0.5999,9.7502
Virginia,Hourly Non-union,137,8001024,4923,1.7123,27.8286
Virginia,Hourly Union,96,8001024,4923,1.1998,19.5003
Virginia,Hourly Other,23,8001024,4923,0.2875,4.6719
Virginia,Non-union,102,8001024,4923,1.2748,20.7191
Virginia,Union,5,8001024,4923,0.0625,1.0156
Virginia,Unknown,102,8001024,4923,1.2748,20.7191
Washington,Salary Non-union,104,6724540,3538,1.5466,29.3951
Washington,Salary Union,30,6724540,3538,0.4461,8.4794
Washington,Salary Other,11,6724540,3538,0.1636,3.1091
Washington,Hourly Non-union,85,6724540,3538,1.264,24.0249
Washington,Hourly Union,127,6724540,3538,1.8886,35.896
Washington,Hourly Other,5,6724540,3538,0.0744,1.4132
Washington,Non-union,23,6724540,3538,0.342,6.5008
Washington,Union,23,6724540,3538,0.342,6.5008
Washington,Unknown,41,6724540,3538,0.6097,11.5885
West Virginia,Salary Non-union,18,1852994,1245,0.9714,14.4578
West Virginia,Salary Other,7,1852994,1245,0.3778,5.6225
West Virginia,Hourly Non-union,30,1852994,1245,1.619,24.0964
West Virginia,Hourly Union,36,1852994,1245,1.9428,28.9157
West Virginia,Hourly Other,1,1852994,1245,0.054,0.8032
West Virginia,Non-union,8,1852994,1245,0.4317,6.4257
West Virginia,Union,5,1852994,1245,0.2698,4.0161
West Virginia,Unknown,26,1852994,1245,1.4031,20.8835
West Virginia,Salary Union,0,1852994,1245,0,0
Wisconsin,Salary Non-union,118,5686986,3168,2.0749,37.2475
Wisconsin,Salary Union,11,5686986,3168,0.1934,3.4722
Wisconsin,Salary Other,17,5686986,3168,0.2989,5.3662
Wisconsin,Hourly Non-union,97,5686986,3168,1.7056,30.6187
Wisconsin,Hourly Union,88,5686986,3168,1.5474,27.7778
Wisconsin,Hourly Other,15,5686986,3168,0.2638,4.7348
Wisconsin,Non-union,50,5686986,3168,0.8792,15.7828
Wisconsin,Union,9,5686986,3168,0.1583,2.8409
Wisconsin,Unknown,38,5686986,3168,0.6682,11.9949
Wyoming,Salary Non-union,7,563626,179,1.242,39.1061
Wyoming,Hourly Non-union,11,563626,179,1.9516,61.4525
Wyoming,Hourly Union,1,563626,179,0.1774,5.5866
Wyoming,Non-union,3,563626,179,0.5323,16.7598
Wyoming,Unknown,5,563626,179,0.8871,27.933
Wyoming,Salary Union,0,563626,179,0,0
Wyoming,Salary Other,0,563626,179,0,0
Wyoming,Hourly Other,0,563626,179,0,0
Wyoming,Union,0,563626,179,0,0
